congress|bill_number|bill_type|policy_area|sponsor_name|sponsor_lastname|sponsor_state|sponsor_party
111|6187|hr|Armed Forces and National Security|GENE|TAYLOR|MS|D
111|6177|hr|Armed Forces and National Security|Charles|Djou|HI|R
111|6157|hr|Armed Forces and National Security|GENE|TAYLOR|MS|D
111|6131|hr|Armed Forces and National Security|Glenn|Nye|VA|D
111|6102|hr|Armed Forces and National Security|GENE|TAYLOR|MS|D
111|6190|hr|Transportation and Public Works|SANDER|LEVIN|MI|D
111|5682|hr|Congress|ROBERT|BRADY|PA|D
111|4667|hr|Armed Forces and National Security|Thomas|Perriello|VA|D
111|4505|hr|Armed Forces and National Security|WILLIAM|THORNBERRY|TX|R
111|3978|hr|Emergency Management|Mike|Rogers|AL|R
111|3940|hr|Government Operations and Politics|Madeleine|Bordallo|GU|D
111|3562|hr|Government Operations and Politics|BENNIE|THOMPSON|MS|D
111|3081|hr|Economics and Public Finance|NITA|LOWEY|NY|D
111|1454|hr|Government Operations and Politics|HENRY|BROWN|SC|R
111|6395|hr|Transportation and Public Works|DON|YOUNG|AK|R
111|6382|hr|Environmental Protection|John|Sarbanes|MD|D
111|6360|hr|Environmental Protection|Daniel|Maffei|NY|D
111|6353|hr|Environmental Protection|Robert|Latta|OH|R
111|6347|hr|Transportation and Public Works|Ron|Klein|FL|D
111|6301|hr|Transportation and Public Works|Laura|Richardson|CA|D
111|6299|hr|Transportation and Public Works|Laura|Richardson|CA|D
111|6295|hr|Transportation and Public Works|Jackie|Speier|CA|D
111|6294|hr|Social Welfare|Laura|Richardson|CA|D
111|6291|hr|Transportation and Public Works|Laura|Richardson|CA|D
111|6247|hr|Transportation and Public Works|Russ|Carnahan|MO|D
111|2476|hr|Public Lands and Natural Resources|DIANA|DEGETTE|CO|D
111|2378|hr|Foreign Trade and International Finance|TIM|RYAN|OH|D
111|4072|hr|Labor and Employment|Walter|Minnick|ID|D
111|3421|hr|Finance and Financial Sector|Mary Jo|Kilroy|OH|D
111|6160|hr|Science, Technology, Communications|Kathleen|Dahlkemper|PA|D
111|6016|hr|Government Operations and Politics|KEVIN|BRADY|TX|R
111|5494|hr|Public Lands and Natural Resources|ELEANOR|NORTON|DC|D
111|4113|hr|Law|LAMAR|SMITH|TX|R
111|6191|hr|Commerce|Brad|Miller|NC|D
111|5717|hr|Animals|XAVIER|BECERRA|CA|D
111|6058|hr|Armed Forces and National Security|Erik|Paulsen|MN|R
111|3427|hr|Transportation and Public Works|Mike|Quigley|IL|D
111|6012|hr|Health|Zachary|Space|OH|D
111|5932|hr|Crime and Law Enforcement|Robert|Scott|VA|D
111|6008|hr|Transportation and Public Works|Mark|Schauer|MI|D
111|4714|hr|Transportation and Public Works|JAMES|OBERSTAR|MN|D
111|3960|hr|Transportation and Public Works|Michael|McMahon|NY|D
111|6132|hr|Armed Forces and National Security|BOB|FILNER|CA|D
111|5993|hr|Armed Forces and National Security|Deborah|Halvorson|IL|D
111|5630|hr|Armed Forces and National Security|John|Boozman|AR|R
111|5360|hr|Armed Forces and National Security|Stephanie|Herseth Sandlin|SD|D
111|3787|hr|Armed Forces and National Security|Timothy|Walz|MN|D
111|3685|hr|Armed Forces and National Security|CLIFF|STEARNS|FL|R
111|903|hr|Emergency Management|BART|STUPAK|MI|D
111|5986|hr|Health|Henry|Johnson|GA|D
111|5458|hr|Education|John|Adler|NJ|D
111|1995|hr|Health|DIANA|DEGETTE|CO|D
111|1362|hr|Health|Chris|Van Hollen|MD|D
111|6014|hr|Government Operations and Politics|John|Boozman|AR|R
111|5892|hr|Water Resources Development|JAMES|OBERSTAR|MN|D
111|4645|hr|International Affairs|COLLIN|PETERSON|MN|D
111|1345|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
111|4773|hr|Public Lands and Natural Resources|JACK|KINGSTON|GA|R
111|4438|hr|Public Lands and Natural Resources|CIRO|RODRIGUEZ|TX|D
111|1858|hr|Public Lands and Natural Resources|Betsy|Markey|CO|D
111|5034|hr|Government Operations and Politics|Bill|Delahunt|MA|D
111|5897|hr|Transportation and Public Works|JAMES|OBERSTAR|MN|D
111|5479|hr|Public Lands and Natural Resources|NICK|RAHALL|WV|D
111|4416|hr|Animals|GEORGE|MILLER|CA|D
111|5641|hr|Armed Forces and National Security|STEPHEN|BUYER|IN|R
111|5516|hr|Armed Forces and National Security|CLIFF|STEARNS|FL|R
111|5428|hr|Armed Forces and National Security|BOB|FILNER|CA|D
111|4041|hr|Armed Forces and National Security|John|Barrow|GA|D
111|3843|hr|Armed Forces and National Security|Joe|Sestak|PA|D
111|6220|hr|Armed Forces and National Security|Chellie|Pingree|ME|D
111|5543|hr|Armed Forces and National Security|BOB|FILNER|CA|D
111|5996|hr|Armed Forces and National Security|CLIFF|STEARNS|FL|R
111|6123|hr|Armed Forces and National Security|Timothy|Walz|MN|D
111|6127|hr|Armed Forces and National Security|STEPHEN|BUYER|IN|R
111|6297|hr|International Affairs|BRAD|SHERMAN|CA|D
111|6298|hr|Families|Laura|Richardson|CA|D
111|6300|hr|Economics and Public Finance|DENNIS|KUCINICH|OH|D
111|6328|hr|Taxation|BOB|ETHERIDGE|NC|D
111|6323|hr|Taxation|JOSEPH|CROWLEY|NY|D
111|6352|hr|Law|Robert|Latta|OH|R
111|6354|hr|Social Welfare|JOHN|LEWIS|GA|D
111|6309|hr|Commerce|Timothy|Bishop|NY|D
111|6287|hr|Taxation|Tom|Cole|OK|R
111|6286|hr|Government Operations and Politics|Tom|Cole|OK|R
111|6288|hr|Taxation|Tom|Cole|OK|R
111|6290|hr|Health|JANICE|SCHAKOWSKY|IL|D
111|6289|hr|Congress|Bill|Foster|IL|D
111|6285|hr|Foreign Trade and International Finance|Steve|Kagen|WI|D
111|6284|hr|Environmental Protection|Paul|Broun|GA|R
111|6343|hr|Energy|JAY|INSLEE|WA|D
111|6321|hr|Taxation|Mark|Critz|PA|D
111|6368|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
111|6386|hr|Energy|CHRISTOPHER|SMITH|NJ|R
111|6373|hr|Health|JOHN|OLVER|MA|D
111|6320|hr|Foreign Trade and International Finance|Joe|Courtney|CT|D
111|6334|hr|Finance and Financial Sector|LUIS|GUTIERREZ|IL|D
111|6379|hr|Government Operations and Politics|STEVEN|ROTHMAN|NJ|D
111|6350|hr|Health|JAMES|LANGEVIN|RI|D
111|6277|hr|International Affairs|CHRISTOPHER|SMITH|NJ|R
111|6346|hr|Health|RON|KIND|WI|D
111|6385|hr|Taxation|Adrian|Smith|NE|R
111|6383|hr|Health|Jean|Schmidt|OH|R
111|6339|hr|Armed Forces and National Security|Stephanie|Herseth Sandlin|SD|D
111|6337|hr|Finance and Financial Sector|Jeb|Hensarling|TX|R
111|6336|hr|Armed Forces and National Security|Martin|Heinrich|NM|D
111|6372|hr|Armed Forces and National Security|Glenn|Nye|VA|D
111|6332|hr|Housing and Community Development|Phil|Gingrey|GA|R
111|6283|hr|Families|BARBARA|LEE|CA|D
111|6331|hr|Health|Phil|Gingrey|GA|R
111|6282|hr|International Affairs|BARBARA|LEE|CA|D
111|6330|hr|Taxation|Scott|Garrett|NJ|R
111|6319|hr|Government Operations and Politics|Christopher|Carney|PA|D
111|6313|hr|Taxation|EARL|BLUMENAUER|OR|D
111|6312|hr|Taxation|EARL|BLUMENAUER|OR|D
111|6311|hr|Foreign Trade and International Finance|EARL|BLUMENAUER|OR|D
111|6306|hr|Health|Tammy|Baldwin|WI|D
111|6307|hr|Law|Tammy|Baldwin|WI|D
111|6304|hr|Housing and Community Development|JOE|BACA|CA|D
111|6303|hr|Health|Michael|Arcuri|NY|D
111|6269|hr|Armed Forces and National Security|Carol|Shea-Porter|NH|D
111|6370|hr|Commerce|Glenn|Nye|VA|D
111|6371|hr|Armed Forces and National Security|Glenn|Nye|VA|D
111|6363|hr|Crime and Law Enforcement|CAROLYN|MCCARTHY|NY|D
111|6364|hr|Taxation|CAROLYN|MCCARTHY|NY|D
111|6260|hr|Housing and Community Development|MAXINE|WATERS|CA|D
111|6257|hr|Taxation|Michael|Turner|OH|R
111|6267|hr|Government Operations and Politics|EDOLPHUS|TOWNS|NY|D
111|6261|hr|Health|LUCILLE|ROYBAL-ALLARD|CA|D
111|6262|hr|Government Operations and Politics|Phil|Hare|IL|D
111|6314|hr|Government Operations and Politics|Madeleine|Bordallo|GU|D
111|6388|hr|Social Welfare|BENNIE|THOMPSON|MS|D
111|6255|hr|Commerce|Carol|Shea-Porter|NH|D
111|6254|hr|Emergency Management|Ann|Kirkpatrick|AZ|D
111|6317|hr|Finance and Financial Sector|KEVIN|BRADY|TX|R
111|6265|hr|Agriculture and Food|DON|YOUNG|AK|R
111|6264|hr|Agriculture and Food|DON|YOUNG|AK|R
111|6263|hr|Taxation|DON|YOUNG|AK|R
111|6393|hr|Water Resources Development|DON|YOUNG|AK|R
111|6251|hr|Commerce|DAVID|WU|OR|D
111|6249|hr|Armed Forces and National Security|IKE|SKELTON|MO|D
111|6376|hr|Health|EARL|POMEROY|ND|D
111|6256|hr|Housing and Community Development|GARY|MILLER|CA|R
111|6357|hr|Taxation|ZOE|LOFGREN|CA|D
111|6348|hr|Health|Frank|Kratovil|MD|D
111|6345|hr|Taxation|STEVE|ISRAEL|NY|D
111|6340|hr|Labor and Employment|MAURICE|HINCHEY|NY|D
111|6310|hr|Armed Forces and National Security|EARL|BLUMENAUER|OR|D
111|6358|hr|Taxation|Connie|Mack|FL|R
111|6252|hr|Foreign Trade and International Finance|GENE|GREEN|TX|D
111|6322|hr|Taxation|JOSEPH|CROWLEY|NY|D
111|6390|hr|Commerce|ANTHONY|WEINER|NY|D
111|6243|hr|Law|CHARLES|GONZALEZ|TX|D
111|6318|hr|Health|LOIS|CAPPS|CA|D
111|6305|hr|Finance and Financial Sector|JOE|BACA|CA|D
111|6259|hr|Foreign Trade and International Finance|Zachary|Space|OH|D
111|6239|hr|Law|LAMAR|SMITH|TX|R
111|6241|hr|Health|LUCILLE|ROYBAL-ALLARD|CA|D
111|6240|hr|International Affairs|Cynthia|Lummis|WY|R
111|6209|hr|Public Lands and Natural Resources|Ben|Lujan|NM|D
111|6206|hr|Public Lands and Natural Resources|Martin|Heinrich|NM|D
111|6203|hr|Public Lands and Natural Resources|MICHAEL|CAPUANO|MA|D
111|6232|hr|International Affairs|ALCEE|HASTINGS|FL|D
111|6228|hr|Environmental Protection|Michael|Burgess|TX|R
111|6193|hr|Families|JAMES|LANGEVIN|RI|D
111|305|hr|Animals|MARK|KIRK|IL|R
111|6081|hr|Health|C. W.|Young|FL|R
111|6226|hr|Commerce|Bill|Foster|IL|D
111|6225|hr|Finance and Financial Sector|Erik|Paulsen|MN|R
111|6223|hr|Government Operations and Politics|DON|YOUNG|AK|R
111|6224|hr|Health|LOIS|CAPPS|CA|D
111|6234|hr|Taxation|Stephanie|Herseth Sandlin|SD|D
111|6233|hr|Commerce|Stephanie|Herseth Sandlin|SD|D
111|6219|hr|Commerce|BARNEY|FRANK|MA|D
111|6231|hr|Foreign Trade and International Finance|Gabrielle|Giffords|AZ|D
111|6218|hr|Housing and Community Development|Dennis|Cardoza|CA|D
111|2092|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
111|6215|hr|Public Lands and Natural Resources|C. A.|Ruppersberger|MD|D
111|5297|hr|Finance and Financial Sector|BARNEY|FRANK|MA|D
111|5026|hr|Energy|Edward|Markey|MA|D
111|4395|hr|Public Lands and Natural Resources|TODD|PLATTS|PA|R
111|4349|hr|Energy|GRACE|NAPOLITANO|CA|D
111|4252|hr|Water Resources Development|JOE|BACA|CA|D
111|2522|hr|Water Resources Development|ELTON|GALLEGLY|CA|R
111|3388|hr|Public Lands and Natural Resources|J.|Forbes|VA|R
111|2442|hr|Water Resources Development|GEORGE|MILLER|CA|D
111|2430|hr|Public Lands and Natural Resources|DOC|HASTINGS|WA|R
111|1612|hr|Public Lands and Natural Resources|Raúl|Grijalva|AZ|D
111|685|hr|Public Lands and Natural Resources|WM.|CLAY|MO|D
111|6199|hr|Public Lands and Natural Resources|John|Sullivan|OK|R
111|6217|hr|Water Resources Development|Timothy|Walz|MN|D
111|6207|hr|Emergency Management|Stephanie|Herseth Sandlin|SD|D
111|6196|hr|Transportation and Public Works|DON|YOUNG|AK|R
111|6156|hr|Social Welfare|JIM|MCDERMOTT|WA|D
111|5307|hr|Crime and Law Enforcement|Gabrielle|Giffords|AZ|D
111|5756|hr|Health|MIKE|DOYLE|PA|D
111|5710|hr|Health|EDWARD|WHITFIELD|KY|R
111|3199|hr|Health|JANE|HARMAN|CA|D
111|1745|hr|Health|Tim|Murphy|PA|R
111|6211|hr|Armed Forces and National Security|Betsy|Markey|CO|D
111|6188|hr|Armed Forces and National Security|Timothy|Walz|MN|D
111|5875|hr|Immigration|DAVID|PRICE|NC|D
111|6182|hr|Environmental Protection|Frank|Kratovil|MD|D
111|6167|hr|Transportation and Public Works|JAMES|OBERSTAR|MN|D
111|4817|hr|Public Lands and Natural Resources|Harry|Teague|NM|D
111|5368|hr|Government Operations and Politics|Stephen|Lynch|MA|D
111|4823|hr|Public Lands and Natural Resources|Ann|Kirkpatrick|AZ|D
111|5110|hr|Public Lands and Natural Resources|Ann|Kirkpatrick|AZ|D
111|5815|hr|Government Operations and Politics|EDOLPHUS|TOWNS|NY|D
111|3149|hr|Labor and Employment|Steve|Cohen|TN|D
111|6130|hr|Health|PETE|STARK|CA|D
111|5194|hr|Public Lands and Natural Resources|HOWARD|MCKEON|CA|R
111|5152|hr|Public Lands and Natural Resources|Phil|Gingrey|GA|R
111|4195|hr|Government Operations and Politics|SAM|FARR|CA|D
111|3470|hr|Health|Steve|Cohen|TN|D
111|6216|hr|Civil Rights and Liberties, Minority Issues|BRAD|SHERMAN|CA|D
111|6208|hr|Families|BARBARA|LEE|CA|D
111|6212|hr|Commerce|Doris|Matsui|CA|D
111|6210|hr|Native Americans|Ben|Lujan|NM|D
111|6201|hr|Taxation|Donna|Edwards|MD|D
111|6197|hr|Public Lands and Natural Resources|DON|YOUNG|AK|R
111|6192|hr|Families|PETE|STARK|CA|D
111|6213|hr|Taxation|Michael|Michaud|ME|D
111|4790|hr|Finance and Financial Sector|MICHAEL|CAPUANO|MA|D
111|2336|hr|Housing and Community Development|Ed|Perlmutter|CO|D
111|5131|hr|Public Lands and Natural Resources|JOHN|LARSON|CT|D
111|4343|hr|Commerce|BOBBY|RUSH|IL|D
111|4596|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
111|6171|hr|Health|Tom|Price|GA|R
111|6170|hr|Health|Tom|Price|GA|R
111|6175|hr|Government Operations and Politics|Gerald|Connolly|VA|D
111|6168|hr|Taxation|DAVE|CAMP|MI|R
111|6169|hr|Health|Michael|Burgess|TX|R
111|6186|hr|Congress|Bill|Posey|FL|R
111|6176|hr|Health|Theodore|Deutch|FL|D
111|6185|hr|Government Operations and Politics|Michael|McCaul|TX|R
111|6161|hr|Public Lands and Natural Resources|JOHN|CONYERS|MI|D
111|6165|hr|Taxation|Allyson|Schwartz|PA|D
111|6183|hr|Government Operations and Politics|JAMES|LANGEVIN|RI|D
111|6164|hr|Taxation|JOE|BACA|CA|D
111|6181|hr|Taxation|ALCEE|HASTINGS|FL|D
111|6159|hr|Taxation|Brad|Ellsworth|IN|D
111|6178|hr|Housing and Community Development|Charles|Djou|HI|R
111|6173|hr|Health|MICHAEL|CASTLE|DE|R
111|6163|hr|Health|John|Boozman|AR|R
111|5873|hr|Government Operations and Politics|PAUL|RYAN|WI|R
111|4785|hr|Agriculture and Food|JAMES|CLYBURN|SC|D
111|5896|hr|Law|Walter|Minnick|ID|D
111|6090|hr|Crime and Law Enforcement|SHEILA|JACKSON LEE|TX|D
111|6085|hr|Crime and Law Enforcement|CAROLYN|MALONEY|NY|D
111|6063|hr|Crime and Law Enforcement|STEVEN|ROTHMAN|NJ|D
111|6018|hr|Immigration|MICHAEL|CASTLE|DE|R
111|6015|hr|Government Operations and Politics|Madeleine|Bordallo|GU|D
111|5880|hr|Immigration|Charles|Djou|HI|R
111|5840|hr|Immigration|Duncan|Hunter|CA|R
111|5393|hr|Foreign Trade and International Finance|Larry|Kissell|NC|D
111|6020|hr|Finance and Financial Sector|WM.|CLAY|MO|D
111|5827|hr|Finance and Financial Sector|John|Boccieri|OH|D
111|6104|hr|Armed Forces and National Security|LEE|TERRY|NE|R
111|6034|hr|Armed Forces and National Security|John|Hall|NY|D
111|6010|hr|Armed Forces and National Security|DENNIS|KUCINICH|OH|D
111|6062|hr|Immigration|Thomas|Rooney|FL|R
111|6059|hr|Crime and Law Enforcement|Pedro|Pierluisi|PR|D
111|6037|hr|Crime and Law Enforcement|Duncan|Hunter|CA|R
111|6030|hr|Crime and Law Enforcement|ELIOT|ENGEL|NY|D
111|6027|hr|Crime and Law Enforcement|CHET|EDWARDS|TX|D
111|6019|hr|Crime and Law Enforcement|MICHAEL|CASTLE|DE|R
111|6011|hr|Crime and Law Enforcement|ADAM|SCHIFF|CA|D
111|6000|hr|Health|Alan|Grayson|FL|D
111|5984|hr|Education|Laura|Richardson|CA|D
111|5969|hr|Crime and Law Enforcement|FRANK|PALLONE|NJ|D
111|5966|hr|Crime and Law Enforcement|Patrick|Murphy|PA|D
111|5934|hr|Crime and Law Enforcement|ADAM|SCHIFF|CA|D
111|5925|hr|Health|Carol|Shea-Porter|NH|D
111|5913|hr|Crime and Law Enforcement|Erik|Paulsen|MN|R
111|6155|hr|Public Lands and Natural Resources|Raúl|Grijalva|AZ|D
111|6150|hr|Transportation and Public Works|ELTON|GALLEGLY|CA|R
111|6144|hr|Energy|JOE|BARTON|TX|R
111|6154|hr|Armed Forces and National Security|BOB|FILNER|CA|D
111|6146|hr|Armed Forces and National Security|Gabrielle|Giffords|AZ|D
111|6103|hr|Armed Forces and National Security|Harry|Teague|NM|D
111|6054|hr|Armed Forces and National Security|Charlie|Melancon|LA|D
111|6042|hr|Armed Forces and National Security|Ron|Klein|FL|D
111|6022|hr|Commerce|Joe|Courtney|CT|D
111|6013|hr|Armed Forces and National Security|John|Adler|NJ|D
111|6122|hr|Emergency Management|BENNIE|THOMPSON|MS|D
111|4715|hr|Environmental Protection|Timothy|Bishop|NY|D
111|4888|hr|Public Lands and Natural Resources|DOC|HASTINGS|WA|R
111|5388|hr|Public Lands and Natural Resources|Martin|Heinrich|NM|D
111|3914|hr|Public Lands and Natural Resources|John|Salazar|CO|D
111|3785|hr|Public Lands and Natural Resources|David|Scott|GA|D
111|6109|hr|Health|Tammy|Baldwin|WI|D
111|6107|hr|Energy|DOC|HASTINGS|WA|R
111|5413|hr|Native Americans|JOE|BACA|CA|D
111|5039|hr|Water Resources Development|LORETTA|SANCHEZ|CA|D
111|3061|hr|Native Americans|John|Salazar|CO|D
111|6111|hr|Public Lands and Natural Resources|Chris|Van Hollen|MD|D
111|4036|hr|Public Lands and Natural Resources|DONALD|PAYNE|NJ|D
111|1853|hr|Public Lands and Natural Resources|Ann|Kirkpatrick|AZ|D
111|4339|hr|Education|Gregorio|Sablan|MP|D
111|3116|hr|Emergency Management|Larry|Kissell|NC|D
111|2039|hr|Congress|MARCY|KAPTUR|OH|D
111|5366|hr|Government Operations and Politics|Peter|Welch|VT|D
111|4862|hr|Immigration|JOSE|SERRANO|NY|D
111|3519|hr|Animals|Adrian|Smith|NE|R
111|6152|hr|Taxation|Bruce|Braley|IA|D
111|6148|hr|International Affairs|ILEANA|ROS-LEHTINEN|FL|R
111|6153|hr|International Affairs|Bill|Delahunt|MA|D
111|6145|hr|Congress|Jason|Chaffetz|UT|R
111|6147|hr|Health|JANICE|SCHAKOWSKY|IL|D
111|6149|hr|Commerce|ANTHONY|WEINER|NY|D
111|5829|hr|Armed Forces and National Security|G. K.|Butterfield|NC|D
111|5958|hr|Armed Forces and National Security|JACK|KINGSTON|GA|R
111|5921|hr|Armed Forces and National Security|Jerry|McNerney|CA|D
111|5899|hr|Energy|Devin|Nunes|CA|R
111|5784|hr|Armed Forces and National Security|Peter|Welch|VT|D
111|6129|hr|Public Lands and Natural Resources|HOWARD|MCKEON|CA|R
111|6120|hr|Commerce|ED|PASTOR|AZ|D
111|6119|hr|Environmental Protection|FRANK|PALLONE|NJ|D
111|6113|hr|Energy|HAROLD|ROGERS|KY|R
111|6112|hr|Public Lands and Natural Resources|Steve|Scalise|LA|R
111|5141|hr|Taxation|DANIEL|LUNGREN|CA|R
111|5043|hr|Finance and Financial Sector|Steve|Cohen|TN|D
111|4677|hr|Finance and Financial Sector|JOHN|CONYERS|MI|D
111|1521|hr|Taxation|ZOE|LOFGREN|CA|D
111|211|hr|Science, Technology, Communications|ANNA|ESHOO|CA|D
111|6110|hr|Health|G. K.|Butterfield|NC|D
111|6134|hr|Government Operations and Politics|Mike|Coffman|CO|R
111|6133|hr|Housing and Community Development|ROBERT|ANDREWS|NJ|D
111|6139|hr|Government Operations and Politics|William|Owens|NY|D
111|6136|hr|Government Operations and Politics|Gerald|Connolly|VA|D
111|6135|hr|Government Operations and Politics|Gerald|Connolly|VA|D
111|6138|hr|Government Operations and Politics|ELEANOR|NORTON|DC|D
111|6143|hr|Health|Paul|Tonko|NY|D
111|6140|hr|Government Operations and Politics|TIM|RYAN|OH|D
111|6128|hr|Taxation|JIM|MCDERMOTT|WA|D
111|6126|hr|Taxation|John|Garamendi|CA|D
111|6115|hr|Public Lands and Natural Resources|Larry|Kissell|NC|D
111|6114|hr|Public Lands and Natural Resources|DONNA|CHRISTENSEN|VI|D
111|6117|hr|Taxation|JIM|MCDERMOTT|WA|D
111|6124|hr|Energy|DAVID|WU|OR|D
111|6121|hr|Taxation|Joe|Sestak|PA|D
111|5558|hr|Taxation|Gabrielle|Giffords|AZ|D
111|5603|hr|Labor and Employment|Gregorio|Sablan|MP|D
111|5533|hr|Social Welfare|BETTY|MCCOLLUM|MN|D
111|5504|hr|Agriculture and Food|GEORGE|MILLER|CA|D
111|5480|hr|Education|Jared|Polis|CO|D
111|5594|hr|Labor and Employment|John|Barrow|GA|D
111|5567|hr|Education|DAVID|WU|OR|D
111|5548|hr|Government Operations and Politics|JANE|HARMAN|CA|D
111|5586|hr|Education|DONALD|PAYNE|NJ|D
111|5556|hr|Education|ROSA|DELAURO|CT|D
111|558|hr|Education|LUCILLE|ROYBAL-ALLARD|CA|D
111|5495|hr|Education|DONALD|PAYNE|NJ|D
111|5488|hr|Education|JOE|BACA|CA|D
111|6047|hr|Emergency Management|NITA|LOWEY|NY|D
111|5552|hr|Taxation|RON|KIND|WI|D
111|5395|hr|Government Operations and Politics|JOHN|MICA|FL|R
111|5278|hr|Government Operations and Politics|Bill|Foster|IL|D
111|511|hr|Public Lands and Natural Resources|JERRY|COSTELLO|IL|D
111|4275|hr|Government Operations and Politics|JOHN|LEWIS|GA|D
111|3509|hr|Agriculture and Food|COLLIN|PETERSON|MN|D
111|2097|hr|Arts, Culture, Religion|C. A.|Ruppersberger|MD|D
111|6080|hr|Immigration|DAVID|PRICE|NC|D
111|6094|hr|Public Lands and Natural Resources|Bill|Cassidy|LA|R
111|6092|hr|Public Lands and Natural Resources|Timothy|Bishop|NY|D
111|5981|hr|Housing and Community Development|BARNEY|FRANK|MA|D
111|5872|hr|Housing and Community Development|BARNEY|FRANK|MA|D
111|4380|hr|Foreign Trade and International Finance|SANDER|LEVIN|MI|D
111|5874|hr|Economics and Public Finance|ALAN|MOLLOHAN|WV|D
111|2765|hr|Law|Steve|Cohen|TN|D
111|1586|hr|Taxation|CHARLES|RANGEL|NY|D
111|5424|hr|Health|WALLY|HERGER|CA|R
111|6060|hr|Science, Technology, Communications|DAVID|PRICE|NC|D
111|6003|hr|Commerce|Bill|Foster|IL|D
111|5980|hr|Commerce|FRANK|WOLF|VA|R
111|6088|hr|Labor and Employment|Carol|Shea-Porter|NH|D
111|6089|hr|Taxation|Michele|Bachmann|MN|R
111|6098|hr|Commerce|CAROLYN|MALONEY|NY|D
111|6100|hr|Native Americans|EARL|POMEROY|ND|D
111|6086|hr|Finance and Financial Sector|EDOLPHUS|TOWNS|NY|D
111|6105|hr|Taxation|Paul|Tonko|NY|D
111|6101|hr|Energy|Joe|Sestak|PA|D
111|6097|hr|Taxation|WALLY|HERGER|CA|R
111|6095|hr|Health|JOHN|DINGELL|MI|D
111|6083|hr|Health|CHRISTOPHER|SMITH|NJ|R
111|6096|hr|Economics and Public Finance|CHET|EDWARDS|TX|D
111|6093|hr|Congress|ROBERT|BRADY|PA|D
111|6091|hr|Labor and Employment|SHELLEY|BERKLEY|NV|D
111|6084|hr|Social Welfare|MARY|BONO MACK|CA|R
111|6082|hr|Taxation|BART|STUPAK|MI|D
111|6079|hr|Housing and Community Development|Jared|Polis|CO|D
111|6051|hr|Public Lands and Natural Resources|Edward|Markey|MA|D
111|6039|hr|Public Lands and Natural Resources|Steve|Kagen|WI|D
111|4684|hr|Government Operations and Politics|JERROLD|NADLER|NY|D
111|6077|hr|Energy|EDWARD|WHITFIELD|KY|R
111|6075|hr|Public Lands and Natural Resources|JOHN|TIERNEY|MA|D
111|6043|hr|International Affairs|Ron|Klein|FL|D
111|6040|hr|Public Lands and Natural Resources|MARCY|KAPTUR|OH|D
111|3804|hr|Public Lands and Natural Resources|Paul|Tonko|NY|D
111|601|hr|Public Lands and Natural Resources|Rob|Bishop|UT|R
111|762|hr|Public Lands and Natural Resources|Dean|Heller|NV|R
111|4474|hr|Public Lands and Natural Resources|Walter|Minnick|ID|D
111|1043|hr|Public Lands and Natural Resources|GEORGE|MILLER|CA|D
111|2008|hr|Energy|JIM|MATHESON|UT|D
